"","County","FIPS","Year","Arsenic","DEHP","Nitrates","Uranium","% Fair/Poor","Physically Unhealthy Days","Mentally Unhealthy Days","% LBW","% Children in Poverty","Population","LandArea","Density","LBL_Label","Poverty_Label","PoorHealthLabel"
"1","Alameda",6001,2010,1,1.5,0.334264571722751,0.5,14,3.1,3.5,7,14,1515338,739.02,2050.46954074315,1,0,0
"2","Alameda",6001,2011,1.0003954260391,2.38345692414872,0.333732956613476,0.866045516958974,14.3,3,3.3,7.07,12.9,1531942,739.02,2072.93713295987,1,0,0
"3","Alameda",6001,2012,1,1.5,0.374954373726536,1.09150730094674,15.1,3.1,3.4,7.1,17.2,1554446,739.02,2103.38827095343,1,0,0
"4","Alameda",6001,2013,1,1.5,0.480915695218787,NA,13.4,2.7,7.1,7.1,16.8,1575797,739.02,2132.27923466212,1,0,0
"5","Alameda",6001,2014,1,1.5,0.427611646111393,NA,14.5,3,3.2,7.2,17.3,1599685,739.02,2164.60312305486,1,0,0
"6","Alameda",6001,2015,0.994571718195641,1.5,0.383419756214284,0.403554363725012,14.5,3,3.2,7.250089991,15.4,1619679,739.02,2191.65787123488,1,0,0
"7","Alameda",6001,2016,1,1.5,0.38616993478775,2.13310390460668,13,3.4,3.3,7.24314432,14.3,1637712,739.02,2216.05910530162,1,0,0
"8","Alpine",6003,2010,1,1.5,0.0300367647058824,NA,NA,NA,NA,NA,24,1175,738.33,1.59142930667859,NA,1,NA
"9","Alpine",6003,2011,1,NA,0.02,NA,NA,NA,NA,NA,28.2,1170,738.33,1.5846572670757,NA,1,NA
"10","Alpine",6003,2012,1,NA,0.02,NA,NA,NA,NA,NA,29.2,1166,738.33,1.57923963539339,NA,1,NA
"11","Alpine",6003,2013,1,NA,0.0366997518610422,0.5,NA,NA,NA,NA,29.3,1164,738.33,1.57653081955223,NA,1,NA
"12","Alpine",6003,2014,1,NA,0.0338071605813541,1.66,NA,NA,NA,NA,29.1,1163,738.33,1.57517641163166,NA,1,NA
"13","Alpine",6003,2015,1,NA,0.2385559566787,0.22,NA,NA,NA,NA,31.9,1157,738.33,1.56704996410819,NA,1,NA
"14","Alpine",6003,2016,1,NA,0.209202410492733,NA,15.6,4.2,4.1,NA,28.2,1148,738.33,1.55486029282299,NA,1,0
"15","Amador",6005,2010,1,NA,1.49333423107999,2.25661016949153,18,3.8,3.5,5,14,38069,594.58,64.0267079282855,0,0,0
"16","Amador",6005,2011,1,NA,2.03532605203983,0.559377494014366,19.4,4.6,4.2,4.9,13.6,37894,594.58,63.7323825221164,0,0,1
"17","Amador",6005,2012,NA,NA,2.49059487179487,0.499819616685457,17.5,4.2,4.1,4.8,17,37746,594.58,63.4834673214706,0,0,0
"18","Amador",6005,2013,1,NA,0.0406083870967742,3.31786941580756,11.9,2.9,4.9,4.9,19.3,37582,594.58,63.2076423694036,0,0,0
"19","Amador",6005,2014,1,NA,0.0331335483870968,8.386,17.5,4,4.2,5.3,18.5,37447,594.58,62.9805913417875,0,0,0
"20","Amador",6005,2015,1,NA,0.300063737623762,2.46230769230769,17.5,4,4.2,5.867475974,22.1,37314,594.58,62.756904033099,0,1,0
"21","Amador",6005,2016,1,NA,0.210456102397692,1.42694677871148,12.7,3.5,3.5,6.313645621,18.6,37191,594.58,62.5500353190487,0,0,0
"22","Butte",6007,2010,3.51075305946275,1.5,1.66767350408094,1.09403543307087,14,4,3.6,6,21,220157,1636.46,134.532466421422,0,1,0
"23","Butte",6007,2011,1.040025537156,1.5,1.06001301983218,0.507049065654042,12.9,4,3.8,5.91,26,220551,1636.46,134.773230020899,0,1,0
"24","Butte",6007,2012,1.08286563835718,1.5,1.54801566151001,0.633796310413173,14.2,4.3,4.3,5.9,25.1,221797,1636.46,135.534629627366,0,1,0
"25","Butte",6007,2013,1.4073453813868,NA,1.38093909615812,2.02465346534653,11.8,3.5,5.8,5.8,28,222229,1636.46,135.798614081615,0,1,0
"26","Butte",6007,2014,0.826812499518004,1.5,1.41839021088432,1.03139926648847,17.3,4.5,4.5,5.9,27.1,223899,1636.46,136.819109541327,0,1,0
"27","Butte",6007,2015,1,NA,1.766902936548,0.512719939690916,17.3,4.5,4.5,5.814556561,25,224363,1636.46,137.102648399594,0,1,0
"28","Butte",6007,2016,1.1280693415601,1.5,1.33533477562053,0.473961957560696,15.2,4.2,4.2,5.810629485,24.3,225125,1636.46,137.568287645283,0,1,0
"29","Calaveras",6009,2010,0.974942726231386,NA,0.200389634795682,1.57714285714286,14,4.5,2.3,6,14,45535,1020.01,44.6417191988314,0,0,0
"30","Calaveras",6009,2011,1.00454005727457,NA,0.158380727153871,4.90345695814903,16.4,4,3,5.85,17,45414,1020.01,44.5230929108538,0,0,0
"31","Calaveras",6009,2012,1,NA,0.15112218307657,NA,14.2,4.1,2.9,6.3,18.3,45305,1020.01,44.4162312134195,0,0,0
"32","Calaveras",6009,2013,1,1.5,0.0952275733460546,2.39658848614072,9.7,1.9,5.9,5.9,20.4,45116,1020.01,44.2309389123636,0,1,0
"33","Calaveras",6009,2014,1,NA,0.0714663827198053,12.02,21.4,4.3,4.3,5.5,20.9,45009,1020.01,44.1260379800198,0,1,1
"34","Calaveras",6009,2015,1,NA,0.22169186190166,1.25,21.4,4.3,4.3,5.156683856,21.8,44899,1020.01,44.0181959000402,0,1,1
"35","Calaveras",6009,2016,1,NA,0.269370848259312,0.872607022607023,11.8,3.3,3.5,4.827586207,20.6,44791,1020.01,43.9123145851511,0,1,0
"36","Colusa",6011,2010,8.40875070661391,NA,0.589738479486681,NA,NA,NA,NA,4,19,21465,1150.73,18.6533765522755,0,0,NA
"37","Colusa",6011,2011,6.88848866876782,NA,0.7796361620641,0.5,NA,NA,NA,4.17,19.4,21626,1150.73,18.7932877390874,0,0,NA
"38","Colusa",6011,2012,8.31505158578525,NA,0.6119208984375,NA,NA,3.8,1.7,4.8,22.9,21781,1150.73,18.9279848444031,0,1,NA
"39","Colusa",6011,2013,2.33,NA,0.998299232736573,NA,NA,1.3,5.3,5.3,19.5,21972,1150.73,19.0939664386954,0,0,NA
"40","Colusa",6011,2014,4.5615141955836,NA,0.605842924126172,NA,NA,2.9,2.6,5.5,20.2,22139,1150.73,19.2390917070034,0,1,NA
"41","Colusa",6011,2015,5.80958549222798,NA,0.121245059288538,0.9,NA,2.9,2.6,5.899104963,20,22271,1150.73,19.3538014999174,0,1,NA
"42","Colusa",6011,2016,3.57355679702048,NA,0.641497229326513,2.03473358908781,20.8,4.3,4,6.047879042,19.9,22408,1150.73,19.4728563607449,0,0,1
"43","Contra Costa",6013,2010,1.20340687156672,1.5,0.415755552247343,0.520474001268231,14,3.4,3.8,7,12,1051525,715.94,1468.73341341453,1,0,0
"44","Contra Costa",6013,2011,1.00722457189454,1.5,0.301813521673496,4.64214876033058,14.7,3.6,3.9,6.63,12.4,1063877,715.94,1485.98625583149,0,0,0
"45","Contra Costa",6013,2012,1.07828714021836,1.5,0.365482107162747,5.45020862095413,14.9,3.4,3.6,6.6,12.7,1075665,715.94,1502.45132273654,0,0,0
"46","Contra Costa",6013,2013,1.63376386672184,NA,0.611134729193198,3.17041041041041,12.3,2.9,6.7,6.7,14.6,1089656,715.94,1521.99346313937,0,0,0
"47","Contra Costa",6013,2014,1.0726483357453,1.5,0.49994730708821,3.69890909090909,13.8,3.3,3.4,6.8,14.5,1102941,715.94,1540.54948738721,0,0,0
"48","Contra Costa",6013,2015,7.37480369515011,1.5,0.815234709112534,3.36,13.8,3.3,3.4,6.766302827,13.4,1116882,715.94,1560.02178953544,0,0,0
"49","Contra Costa",6013,2016,1.33577081272453,NA,0.237838065627809,5.14563904945408,13.8,3.6,3.5,6.737790314,13.8,1129894,715.94,1578.19649691315,0,0,0
"50","Del Norte",6015,2010,1,NA,0.748682061391157,NA,NA,6.4,6.4,5,31,28387,1006.37,28.2073193755776,0,1,NA
"51","Del Norte",6015,2011,1,NA,0.724692923898531,1.22,NA,6.3,6.9,5.14,31.5,28213,1006.37,28.0344207398869,0,1,NA
"52","Del Norte",6015,2012,NA,NA,1.48434840425532,1.22,NA,6.6,5.5,5.3,30.6,27996,1006.37,27.8187942804336,0,1,NA
"53","Del Norte",6015,2013,NA,NA,0.882847682119205,NA,NA,NA,5.4,5.4,33.7,27543,1006.37,27.3686616254459,0,1,NA
"54","Del Norte",6015,2014,1,NA,1.51952908587258,0.533142857142857,15.9,6.3,4,5.6,32.4,27235,1006.37,27.0626111668671,0,1,0
"55","Del Norte",6015,2015,1,NA,3.44338078291815,0.5,15.9,6.3,4,5.172413793,32.6,27119,1006.37,26.94734540974,0,1,0
"56","Del Norte",6015,2016,NA,NA,1.25928820655966,NA,17.2,4.3,4,4.892703863,31,27040,1006.37,26.8688454544551,0,1,0
"57","El Dorado",6017,2010,3.74191142191142,NA,0.094591023807798,10.45,11,2.5,2.8,6,10,180975,1707.88,105.964704780195,0,0,0
"58","El Dorado",6017,2011,1.22778816199377,NA,0.164657320872274,21.03,9.9,2.5,2.6,6.29,10.3,180837,1707.88,105.883902850317,0,0,0
"59","El Dorado",6017,2012,1.00559694033928,NA,0.176178861788618,15.11,10,2.6,2.8,6.5,11.6,181098,1707.88,106.036723891608,0,0,0
"60","El Dorado",6017,2013,1.21713360323887,1.5,0.0488475303236128,19.2354071661238,7,1.9,6.3,6.3,13.4,182280,1707.88,106.72880998665,0,0,0
"61","El Dorado",6017,2014,1.0363475457505,1.5,0.199103444490941,4.94897079276773,9.7,2.7,3.1,6.3,12.2,182547,1707.88,106.885144155327,0,0,0
"62","El Dorado",6017,2015,1.03800675675676,1.5,0.196053953797389,17.341214953271,9.7,2.7,3.1,6.348167539,13.8,183140,1707.88,107.23235824531,0,0,0
"63","El Dorado",6017,2016,1.01582454192115,1.5,0.0862680288461539,18.7966201032493,11.6,3.4,3.4,6.272401434,13.1,184180,1707.88,107.84130032555,0,0,0
"64","Fresno",6019,2010,1.83069339519876,1.5,4.6792513757335,2.83229371290509,18,4,3.4,7,29,932628,5957.99,156.533998882173,1,1,0
"65","Fresno",6019,2011,1.18199508437334,1.5,4.74964148517097,7.62975722518947,19.5,4.2,3.6,6.97,31.3,942076,5957.99,158.119768579672,1,1,1
"66","Fresno",6019,2012,1.21128929529227,1.5,4.69975265320325,5.58345328924058,20.4,4,3.5,7.2,38.2,950634,5957.99,159.556159040213,1,1,1
"67","Fresno",6019,2013,1.57212491505529,1.5,5.06819871180554,5.57573086893209,19.1,3.5,7.4,7.4,35.4,959506,5957.99,161.045251838288,1,1,1
"68","Fresno",6019,2014,1.70205388397599,1.5,5.42318205893847,0.594024909475538,23.4,4.2,3.7,7.4,40.1,969410,5957.99,162.707557414497,1,1,1
"69","Fresno",6019,2015,1.6170325293836,1.5,5.1569181972549,1.29335086491866,23.4,4.2,3.7,7.522024335,42,979357,5957.99,164.377080189796,1,1,1
"70","Fresno",6019,2016,1.16683229652931,1.5,4.38268045312896,4.1839935242997,21.8,4.3,4.2,7.613530116,38,989183,5957.99,166.026294102541,1,1,1
"71","Glenn",6021,2010,1.0605776444111,NA,2.55791865625527,1.39730228713144,NA,2.5,5,5,23,28182,1313.95,21.4483047300126,0,1,NA
"72","Glenn",6021,2011,1.14803548795944,NA,2.59123659796678,8.43,NA,3.9,5.5,4.82,26.2,28374,1313.95,21.5944290117584,0,1,NA
"73","Glenn",6021,2012,1.04722550177096,NA,2.68031009493849,1.71484741407003,NA,3.6,4.2,4.6,25.6,28508,1313.95,21.6964115833936,0,1,NA
"74","Glenn",6021,2013,1.02368987796123,NA,2.10499027126016,NA,NA,1.6,4.7,4.7,26.6,28684,1313.95,21.8303588416606,0,1,NA
"75","Glenn",6021,2014,1,NA,5.51092378899315,3.78356610169492,28.3,NA,3.1,5.1,26.3,28828,1313.95,21.9399520529701,0,1,1
"76","Glenn",6021,2015,2.12412983703306,NA,2.22592355919942,1.39327348892879,28.3,NA,3.1,5.10238335,28.5,28960,1313.95,22.0404124966703,0,1,1
"77","Glenn",6021,2016,1.60056022408964,NA,2.62218171443064,0.77139175257732,19.5,4.3,4.1,5.852156058,23.7,29073,1313.95,22.1264127249895,0,1,1
"78","Humboldt",6023,2010,1,NA,2.25073821903111,0.636064662793635,13,4.9,4.1,6,21,134929,3567.98,37.8166357434739,0,1,0
"79","Humboldt",6023,2011,3.0393023255814,NA,0.592223841445643,0.527499677738152,13,4.5,4.3,5.9,24.4,135332,3567.98,37.9295848070897,0,1,0
"80","Humboldt",6023,2012,1.45731707317073,NA,1.75038374125874,0.18,14,4.4,4.3,6.1,22,134840,3567.98,37.7916916574644,0,1,0
"81","Humboldt",6023,2013,NA,NA,0.24402157164869,NA,9.9,3.6,6,6,26.3,134923,3567.98,37.814954119698,0,1,0
"82","Humboldt",6023,2014,1,NA,0.321864406779661,NA,12,4.1,3.9,5.7,27.2,134730,3567.98,37.7608618882393,0,1,0
"83","Humboldt",6023,2015,1,NA,0.277261146496815,0.5,12,4.1,3.9,5.484611851,25.6,135090,3567.98,37.8617593147944,0,1,0
"84","Humboldt",6023,2016,3.18094997473471,NA,0.627038169969411,1.95020408163265,14.7,4.1,4.1,5.467879688,23.9,136086,3567.98,38.1409088615968,0,1,0
"85","Imperial",6025,2010,1,NA,0.23,4.33,31,4.8,5.1,6,28,175107,4176.6,41.9257290619164,0,1,1
"86","Imperial",6025,2011,1,1.5,0.23,NA,31.7,4.9,4,5.84,28.1,177718,4176.6,42.5508787051669,0,1,1
"87","Imperial",6025,2012,1.72981229603868,NA,0.221402940443558,NA,30.9,4.8,3.8,6.1,31.8,179414,4176.6,42.9569506296988,0,1,1
"88","Inyo",6027,2010,6.98814621409922,1.5,0.436079612801264,6.12921733803033,NA,2.3,4.5,7,16,18539,10180.87,1.82096422015014,1,0,NA
"89","Inyo",6027,2011,5.45052884615385,1.5,0.394815323041738,13.0278578479763,NA,3,4.8,7.22,17.5,18536,10180.87,1.82066954985183,1,0,NA
"90","Inyo",6027,2012,8.29916974169742,1.5,0.529732370433305,13.0456976744186,NA,2.9,5,8.2,20.5,18569,10180.87,1.82391092313329,1,1,NA
"91","Inyo",6027,2013,10.39875,1.5,0.643616975901045,9.32515547543939,NA,1.4,8.5,8.5,20.4,18585,10180.87,1.82548249805763,1,1,NA
"92","Inyo",6027,2014,1.4669696969697,1.5,0.520400156924284,11.289336492891,NA,3.4,NA,8.9,19.2,18626,10180.87,1.82950965880126,1,0,NA
"93","Inyo",6027,2015,1.79993930197269,1.5,0.419045438534695,4.14197408077155,NA,3.4,NA,8.676092545,23.1,18640,10180.87,1.83088478686006,1,1,NA
"94","Inyo",6027,2016,9.20331010452962,NA,0.412131314272799,22.084913957935,14.1,3.7,3.8,8.403908795,20.2,18649,10180.87,1.83176879775501,1,1,0
"95","Kern",6029,2010,3.78322643200983,1.5,1.96116568833387,7.26022151675485,24,4.6,4.4,7,25,841887,8131.91,103.528814263808,1,1,1
"96","Kern",6029,2011,3.19294196695433,1.49663563323264,2.0575651419318,2.20196959015023,24.4,4.5,4.5,6.92,26.6,849934,8131.91,104.518372682433,1,1,1
"97","Kern",6029,2012,2.45840245622202,1.5,2.10523852048605,4.44421222289746,24.4,4.4,4.1,7,30.3,858271,8131.91,105.543593079609,1,1,1
"98","Kern",6029,2013,4.64458383237211,1.5,2.07298983893783,6.56013287574236,21.7,3.9,7.1,7.1,34.6,868594,8131.91,106.81303654369,1,1,1
"99","Kern",6029,2014,2.94968772773459,1.5,2.08146539125172,3.74450777003982,23.7,4.7,4.2,7.2,33.3,876668,8131.91,107.805915215491,1,1,1
"100","Kern",6029,2015,3.99253056601845,1.5,2.29676386536921,3.04525631801421,23.7,4.7,4.2,7.095431286,30.5,883327,8131.91,108.624788026429,1,1,1
"101","Kern",6029,2016,3.99556239942839,1.5,1.77887593141057,3.75012104082333,20.8,4.2,4,7.123828414,32.9,888994,8131.91,109.321672276255,1,1,1
"102","Kings",6031,2010,4.32479541619176,1.5,0.840317912269059,3.68197233852701,24,3.9,2.9,6,21,152175,1389.42,109.524117977285,0,1,1
"103","Kings",6031,2011,5.17061470332393,NA,0.570340263028041,3.09720835751596,23.2,4.1,3,6.35,22.5,151382,1389.42,108.95337622893,0,1,1
"104","Kings",6031,2012,4.73104267545651,1.5,0.716235025344471,2.00036134988857,22.6,4.4,3.8,6.4,29.7,149973,1389.42,107.939284017792,0,1,1
"105","Kings",6031,2013,5.94256013978436,NA,0.909822672971628,6.50494113449875,21.5,3.8,6.5,6.5,29.5,150276,1389.42,108.157360625297,0,1,1
"106","Kings",6031,2014,5.96615823264886,1.5,1.30271264272712,3.22418938567794,26.9,5.4,4.3,6.5,27.9,149433,1389.42,107.550632638079,0,1,1
"107","Kings",6031,2015,5.1378516467916,NA,1.02754689883483,1.18796263316388,26.9,5.4,4.3,6.392894347,28,149702,1389.42,107.744238603158,0,1,1
"108","Kings",6031,2016,4.86109580935586,1.5,0.890222291612163,1.11791594892767,21.6,4.4,4,6.380135842,33.8,149407,1389.42,107.531919793871,0,1,1
"109","Lake",6033,2010,1.39102894074582,NA,0.606890426622506,2.08759249540803,19,4.8,3.9,6,27,64905,1256.46,51.6570364357003,0,1,1
"110","Lake",6033,2011,1.22466998610468,1.5,0.771972383091045,0.594335664335664,18.9,4.8,4.1,6.32,24.7,64745,1256.46,51.5296945386244,0,1,1
"111","Lake",6033,2012,1.46302009505545,NA,0.679891471948761,2.4449331963001,21.8,4.4,3.9,6.2,29.8,64839,1256.46,51.6045079031565,0,1,1
"112","Lake",6033,2013,1.40243432343234,1.5,0.468577702320317,0.42,12.7,3.3,5.9,5.9,33.8,64781,1256.46,51.5583464654665,0,1,0
"113","Lake",6033,2014,1.51933370090763,1.5,0.314779444557065,0.07,20.4,4.9,4.5,6,31.5,65191,1256.46,51.8846600767235,0,1,1
"114","Lake",6033,2015,1.78121530121269,1.5,0.406546012137442,0.578392524388907,20.4,4.9,4.5,5.996822875,33.7,65180,1256.46,51.8759053212995,0,1,1
"115","Lake",6033,2016,2.51267624516792,1.5,0.376333855943927,0.869914082722917,17.9,4.3,4.2,6.060011767,32.3,65128,1256.46,51.8345192047499,0,1,0
"116","Lassen",6035,2010,6.06578296482681,NA,0.672234236423278,10.069387755102,NA,NA,NA,7,17,34869,4541.18,7.6784007680823,1,0,NA
"117","Lassen",6035,2011,7.73496577145866,NA,1.02738064619836,26.0198555956679,13.2,4.3,3.5,6.49,20.5,34519,4541.18,7.60132828912309,0,1,0
"118","Lassen",6035,2012,8.16228124126363,NA,0.719836661393082,1.85589178356713,15.8,3.8,3.7,6,18.7,33011,4541.18,7.26925600835025,0,0,0
"119","Lassen",6035,2013,6.85636990730761,NA,0.945360957642726,20.0356743620899,10.5,2.6,6.3,6.3,19.3,32295,4541.18,7.11158773710798,0,0,0
"120","Lassen",6035,2014,2.84276953718748,NA,1.04280478821363,23.17,18.2,4.2,4.1,6.7,22.4,31841,4541.18,7.01161372154374,0,1,1
"121","Lassen",6035,2015,5.34,NA,1.01731049702552,20.78,18.2,4.2,4.1,6.583793739,19.9,30969,4541.18,6.81959314539393,0,0,1
"122","Lassen",6035,2016,7.42354579073309,NA,0.944557390739538,4.47832352674934,14.1,3.6,3.6,6.917086578,20.3,30645,4541.18,6.74824605058597,1,1,0
"123","Los Angeles",6037,2010,2.02339930170267,1.5,1.72935638744636,4.10522282115873,22,3.8,3.8,7,21,9837011,4057.88,2424.17493863791,1,1,1
"124","Los Angeles",6037,2011,1.40858918220693,1.49381313066475,1.61477623842417,2.57821133822141,22.1,3.9,3.7,7.08,21.8,9900858,4057.88,2439.9090165308,1,1,1
"125","Los Angeles",6037,2012,1.20266706807122,1.5,1.59864866388415,4.51786324020668,22.4,3.8,3.7,7.2,24.5,9988287,4057.88,2461.45450333672,1,1,1
"126","Los Angeles",6037,2013,1.69488868684144,1.5,2.91944196574657,4.10833685269534,21.5,3.6,7.3,7.3,25.9,10055477,4057.88,2478.01241042121,1,1,1
"127","Los Angeles",6037,2014,1.58474579520013,1.5,3.39206090901425,4.73353618086785,22.4,3.8,3.7,7.3,27.3,10124684,4057.88,2495.06737508256,1,1,1
"128","Los Angeles",6037,2015,1.5310609111389,1.50003294713182,3.48970686100016,4.38075926995156,22.4,3.8,3.7,7.234957165,27.4,10185487,4057.88,2510.05130757933,1,1,1
"129","Los Angeles",6037,2016,2.29379234881728,1.5,3.28671590679812,4.53268850162299,20.6,3.9,3.6,7.189267649,26.7,10229245,4057.88,2520.83477086558,1,1,1
"130","Madera",6039,2010,2.34163204685039,NA,1.73484975504964,46.3194451464676,32,6.2,4.1,6,24,150193,2137.07,70.2798691666628,0,1,1
"131","Madera",6039,2011,1.94630752418343,1.5,2.21608903769193,41.0847187579537,32,6.5,4.3,6.25,27,151491,2137.07,70.887242813759,0,1,1
"132","Madera",6039,2012,3.13746726137377,1.5,2.01795861574916,45.3175337763012,31.3,5.7,4.5,6.3,31.7,150814,2137.07,70.570453939272,0,1,1
"133","Madera",6039,2013,4.69850411332327,1.5,1.91924547572692,14.3903436961693,23.3,3,6.3,6.3,33.5,152235,2137.07,71.2353830244213,0,1,1
"134","Madera",6039,2014,8.92750320307495,NA,1.51872987544153,47.6729258938513,31.1,4.3,4.6,6.4,35.4,154181,2137.07,72.145975564675,0,1,1
"135","Madera",6039,2015,5.43573167550648,1.5,1.48353321712183,29.6679951567678,31.1,4.3,4.6,6.368170746,32.2,154956,2137.07,72.5086216174482,0,1,1
"136","Madera",6039,2016,4.91896092427699,1.5,1.23450617751838,28.7815454948465,22.8,4.5,4.2,6.393907191,30.7,155693,2137.07,72.8534863153757,0,1,1
